# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 279K of event 'task-clock'
# Event count (approx.): 1403351583375
#
# Overhead  Command        Shared Object                                     Symbol                                                                                                                                                                                                                                                                                           
# ........  .............  ................................................  .................................................................................................................................................................................................................................................................................................
#
     0.00%  pytest         python3.9                                         [.] 0x0000000000125e9b
     0.00%  pytest         python3.9                                         [.] 0x0000000000125eb0
     0.00%  pytest         python3.9                                         [.] 0x00000000001265a0
     0.00%  pytest         python3.9                                         [.] 0x0000000000127302
     0.00%  pytest         python3.9                                         [.] 0x000000000012738d
     0.00%  pytest         python3.9                                         [.] 0x00000000001273eb
     0.00%  pytest         python3.9                                         [.] 0x0000000000127963
     0.00%  pytest         python3.9                                         [.] 0x0000000000129188
     0.00%  pytest         python3.9                                         [.] 0x000000000012918c
     0.00%  pytest         python3.9                                         [.] 0x00000000001291b7
     0.00%  pytest         python3.9                                         [.] 0x000000000012a3f0
     0.00%  pytest         python3.9                                         [.] 0x000000000012a4b8
